poi_id,poi_name,poi_type,poi_subtype,commentId,content,score,touristTypeDisplay,timeDuration,sortType,commentTagId,source,publish_date,city,景点名,sentiment,is_study,age_group,月份,季节,节假日
76144,上海博物馆,知识科普型,博物馆,202487706,感谢黎老师精彩的讲解～准备很充分！提前建群，发 PPT 让大家提前做功课，带着问题去游览，孩子说一看就是个“老师”😂做为一名学文的高中生，在初中时期就对古埃及文明感兴趣，当看到老师出示的图片和结合文物的讲解，就如知识再现。老师在讲解中也几次提到他的同学以及一些学术大师教授等，希望能对孩子未来的学习方向有一定的帮助～希望常联系～多向老师学习👍,5,家庭亲子,3小时,,,,2025-01-26,上海,,正面评论,TRUE,高中,1,冬,寒假
80261,上海科技馆,知识科普型,科技馆,163543496,非常值得一去，08年高三时候去过一次，位于浦东新区，馆内非常富有高科技，各种各样的野生动物及其树木与标本包括OPEC会议以前在这举行，非常具有跨里程碑意义。非常值得一去！很喜欢！上海科技馆是上海市人民政府为贯彻落实科教兴国战略，提高城市综合竞争力和市民科学文化素养而投资兴建的具有中国特色、时代特征、上海特点的综合性的自然科学技术博物馆，是对公众进行科普教育的公益性机构，是中国重要的科普教育基地和精神文明建设基地。有机会再去看看。,5,,,,,,2020-05-29,上海,,正面评论,TRUE,高中,5,春,春季学期
80261,上海科技馆,知识科普型,科技馆,162850232,适合初高中的学生去学习体验。也能学到一些东西 ，可以看到很多高科技，还有3d打印等等，也有很多地方有人讲解，基本上得一天。,4,,,,,,2020-02-15,上海,,正面评论,TRUE,初中，高中,2,冬,寒假
80261,上海科技馆,知识科普型,科技馆,158718902,赶上假期，人很多，从1楼逛到3楼，总体感觉适合初高中的学生，太小的宝儿，不适合。感觉，空间很大，但是没有很好的利用起来，科普的作用没有达到，全是空着的，楼很大，很宽敞，但是里面项目没有多少，另外全国的科技馆都对小孩子免费，这里为什么还收费,5,,,,,,2019-05-07,上海,,正面评论,TRUE,初中，高中,5,春,春季学期
80261,上海科技馆,知识科普型,科技馆,157939355,带孩子玩，孩子特别开心，早上九点钟不到就到门口了，先预约食物的旅行，再排队等待进去，入了馆内我们先上三楼参观，三楼适合初中高中生参观学习，孩子六岁不太感兴趣，到了二楼机器人他很喜欢，一楼儿童乐园，动物世界也感兴趣,5,,,,,,2019-02-17,上海,,正面评论,TRUE,高中,2,冬,寒假
80261,上海科技馆,知识科普型,科技馆,176746992,少儿科技启蒙教育非常好的地方初高中生来了也挺好，涨知识，,5,,,1,,,2023-06-23,上海,,正面评论,TRUE,初中，高中,6,夏,春季学期
30501652,长兴岛郊野公园,知识科普型,植物园,172925295,长兴岛是距离市区很近，仅需半小时航程。它也是规模较大的柑橘种植基地之一，素有“橘乡”、“净岛”、“长寿岛”之美称。景点主要有上海橘园、垂珠园、上海特技城、先丰度假村、石沙野生动物园、绿岛芦荡迷宫、星岛度假乡村俱乐部等，其中橘园处于长兴岛中部，是前卫农场万亩桔园中的一片精品园。每到深秋季节，岛上还会举办上海柑橘节，非常热闹。历来上海市区部分高中学校的学农活动也会选择长兴岛的橘园。,5,,,,,,2022-10-02,上海,,正面评论,TRUE,高中,10,秋,十一假期
75910,中国科学院西双版纳热带植物园,知识科普型,植物园,185680195,本来抱着带孩子去学习的心情去的，结果在窗口请的讲解是一位高中生，全程只是很机械式的告诉我们是什么植物，完全没有趣味性，导致我们失去了兴趣，真的建议这么重要的一个景点，能否多培养一些专业的讲解员，不要太糊弄，说是培训上岗，好歹也找一些专业的大学生吧，一个高中毕业生，根本不知道额外的知识，而且讲解费很贵，300多，真不知道哪里值三百多了，本来想退的，但看着小姑娘实习也不容易，但所以我们大老远去的游客来说真的很失望,3,家庭亲子,3小时,1,0,,2024-07-08,云南,,中性评论,TRUE,高中,7,夏,暑假
79726,建水燕子洞,自然观赏型,自然保护区,181665269,为什么没有成年学生买学生票还要要求身高不超过1米4，难道高一学生就得一米三啊？告诉身份证号还说不可以查询，没有带身份证的身高还得成人票，一米四以上的学生，侵犯学生权益,2,家庭亲子,1小时,,,,2024-05-01,云南,,负面评论,TRUE,高中,5,春,五一假期
75911,野象谷,自然观赏型,自然保护区,174721809,全程步行，大象喂食，大象学校可近距离接触大象，北门的亚洲象博物馆值得一看，走二期步栈道看到大象的几率高一点。还是值得一来的。PS：导游小哥哥郭猫猫还是很负责专业的。,5,家庭亲子,,,,,2023-01-27,云南,,正面评论,TRUE,高中,1,冬,寒假
84519,阿尔山国家森林公园,自然观赏型,国家公园,164423338,景色被景区的管理模式给完全糟蹋了。时间都被浪费了。建议避雷。本质上，这样性质的国家森林公园并不合适景区班车的形式(居然还不是流水班!)，因为景区太大，应该开放自驾，并配合徒步道，露营地等。丧。。。叹息。。。另外，景区将山火写成火山，将高一点的小湖写成天池，将沟写成大峡谷，将低一点的河流写成潭，总是让人有些。。。,1,,,1,0,,2020-09-13,内蒙古,,负面评论,TRUE,高中,9,秋,秋季学期
87211,中国地质博物馆,知识科普型,博物馆,177465269,其实我们是一个四人团队，我享受国家博物馆的免费规定，女儿和她同学，三人免费，只有她妈妈买了￥30的门票，没办法，政策要用足嘛，感谢携程！能在如此炎热的天气出门参观并真心实意的学习知识，说明那就是真爱啊！为初三毕业的女儿和同学点赞！过了暑假就是高中生了！,5,家庭亲子,,,,,2023-07-04,北京,,正面评论,TRUE,高中,7,夏,暑假
87211,中国地质博物馆,知识科普型,博物馆,181341885,太棒了，对于小学六年级和初高中的孩子真的非常有学习意义，两百块钱请的讲解，讲得太棒了，完全是专家级别的讲解，简直就是上了一堂特别专业的地理课，而且还很有趣味性。而且这里还特别具有观赏性，各种宝石玉石简直太漂亮了，强烈推荐！,5,家庭亲子,2小时,,,,2024-04-05,北京,,正面评论,TRUE,小学，初中，高中,4,春,春季学期
87211,中国地质博物馆,知识科普型,博物馆,219268904,非常值得一去，在北京这么多年，第一次去，是孩子高中学校要求的，非常棒，有助于学习地理和化学，种类很丰富，对增长孩子见识很有帮助,5,家庭亲子,3小时,,,,2025-08-05,北京,,正面评论,TRUE,高中,8,夏,暑假
90785,中国科学技术馆,知识科普型,科技馆,175952462,一位很漂亮的女老师讲解的，40-50岁吧，姓啥忘了，讲的很认真，重点清晰。馆里能体验，还有人讲解原理，是挺好的，原来初高中课本里学的内容，和我们的生活息息相关，学习知识可以应用，不只是为了考试。得玩一天吧，中午可以点外卖，要去西门外面取餐，出去时记得手上扣戳，回来时有人检查，也可以在负一楼餐厅吃午餐。累了就在小凳子上休息，最好带个垫子，凳子上还是凉，建议穿长裤长衣，科技馆里开空调比外边凉。保洁人员把科技馆打扫的很干净，随时能看见他们在打扫。人们也自觉清理自己用过的垃圾，这点还是很棒的，高素质的人值得人尊敬。离鸟巢水立方挺近，但是最好一天就玩一个科技馆就行了，玩太多就太累了，想去奥塔俯瞰北京，但是天气不太好，没去上，退费没扣费挺好。科技馆适合遛孩子，如果大人也懂一些原理，能给孩子讲讲就更好了。小一点的孩子就玩体验，大一点的孩子就理论联系实际，科技真的很厉害，知识都不白学。国家投入了大量的资金修建这个科技馆，向老百姓普及科学知识，特别感谢国家。上下电梯都有人帮着按电梯，还遇到了幼儿园小学初高中研学的学生们，北京资源多，孩子们很幸福呀，每年来，北京都可以来一次科技馆，其他的馆应该也很棒,5,家庭亲子,,,,,2023-05-26,北京,,正面评论,TRUE,小学，初中，高中,5,春,春季学期
90785,中国科学技术馆,知识科普型,科技馆,167288646,主要是适合科普教育，高中生以下的学生去会很好玩，高中以上的理科生去没有太多意义,5,家庭亲子,,,,,2021-07-27,北京,,正面评论,TRUE,高中,7,夏,暑假
90785,中国科学技术馆,知识科普型,科技馆,174893039,1.针对性太强。都是初高中物理知识。小学中低年级以下的孩子不要去，根本听不懂。初中对自然科学感兴趣、求知好学的学生可以去。 2.携程网上订的票，去了之后才知道是团队票。有讲解员，但是很啰嗦。 3.如图所示的牌牌太多,2,,,,,,2023-02-12,北京,,负面评论,TRUE,初中，高中,2,冬,寒假
75605,周口店北京人遗址博物馆,知识科普型,博物馆,159776725,随买随用很方便，优惠么只有一点点。2019是裴文中先生发现第一个北京人头盖骨90周年，闭馆改造三年的周口店遗址重新开放，全新的开放式钢结构保护棚依托洞穴而建，825块叶片有如穿山甲的鳞片与山石、岩壁、植被浑然一体。依据不同的挖掘层，参观通道深入洞穴、蜿蜒盘旋，现代化的声、光、电亦步亦趋，展示讲解，登高一览，无比震撼！中国古脊椎动物学、旧石器时代考古学的奠基人- 杨钟健先生、裴文中先生、贾兰坡先生等先驱就长眠于这座山上，他们毕生致力于中国考古研究，令人无比感佩！而今天，七七事变82周年的日子里，不能不提的是，起始于上世纪二十年代的周口店北京猿人遗址发掘和研究工作，正是由于卢沟桥事变而被迫中断，此后不久，北京人头盖骨等一批全人类的无价之宝不幸丢失！战争是人类的劫难、战争是文明的劫难！在特殊的日子里、以特殊的方式寻古探今，学习历史、反省战争，未有终点……,5,,,,,,2019-07-17,北京,,正面评论,TRUE,高中,7,夏,暑假
76620,国家自然博物馆,知识科普型,博物馆,166026655,比九十年代展出的展品要少，虽然是面向公众教育，不过展品只适合高中以下的孩子看。,3,,,,,,2021-03-23,北京,,中性评论,TRUE,高中,3,春,春季学期
76603,首都博物馆,知识科普型,博物馆,163348372,我这边逛逛也是挺不错的一种体验，个人认为呢啊，没有门票啊，来这边学习啊，这个是不是真的是非常值得的，提高一下个人的视野。,5,,,,,,2020-05-02,北京,,正面评论,TRUE,高中,5,春,五一假期
80595,台北故宫博物院,知识科普型,博物馆,159311816,学完高中教育再看更有感觉 有很多件展品是课本上曾经出现过的，很高兴有机会能亲自看到它们。特别印象深刻的是那颗长得像肉的石头、太惊人了,5,,,,,,2019-06-15,台湾,台北故宫博物院,正面评论,TRUE,高中,6,夏,春季学期
78239,长影世纪城,文化康乐型,影视城,221479322,去之前看评价一般就没有买白天的票，只买了夜场票，去了后发现里面真的不大，设备也挺旧。晚上演出还是不错，烟花也漂亮。但是门票为啥有儿童票和大学生票的优惠，忽略了初高中生群体的优惠呢，这部分孩子在其他地方都有优惠，这里为啥孩子和成人票一个价呢？,4,家庭亲子,,,,,2025-08-22,吉林,,正面评论,TRUE,高中,8,夏,暑假
78239,长影世纪城,文化康乐型,影视城,181681931,极差，体验感不好，项目体验时间短，每项要排队两小时，尤其检票人员*****，说大学生享受学生票，我们高中生，硬别着让我们买成人票，想问这是什么逻辑？？,1,家庭亲子,5小时,,,,2024-05-03,吉林,,负面评论,TRUE,高中,5,春,五一假期
82720,三星堆博物馆,知识科普型,博物馆,201342548,三星堆适合高中前的孩子游览学习，满足了孩子对神秘历史的探索心理，并且室外园林做得也不错，但是大约看完博物馆也没有多余的力气游山玩水了，可以带着吃的在园区里坐会儿,5,家庭亲子,4小时,,,,2025-01-10,四川,,正面评论,TRUE,高中,1,冬,寒假
80657,剑门关,自然观赏型,国家公园,167195997,剑门关，在高中课本中学习时就已向往，今天终于来到了令我魂牵梦绕的地方，开心。,5,,,,,,2021-07-18,四川,,正面评论,TRUE,高中,7,夏,暑假
10548441,成都川菜博物馆,知识科普型,博物馆,190314265,讲解员老师很努力带着小朋友去学习和玩。  就是一个缺点，那个小吃品尝区，能不能多找几个人把卫生再提高一点，大家都是带着孩子来玩的，吃什么其实不重要，把环境弄好，大家开心就可以了。,4,家庭亲子,3小时,,,,2024-08-18,四川,,正面评论,TRUE,高中,8,夏,暑假
38381108,成都自然博物馆,知识科普型,博物馆,187318230,非常适合中学生，高中生，可以结合课本了解自然知识，具有教育意义,5,家庭亲子,,,,,2024-07-25,四川,,正面评论,TRUE,高中,7,夏,暑假
38381108,成都自然博物馆,知识科普型,博物馆,211709359,"初高中的时候学习汉文,能看到学过的人的诗。",5,单独旅行,,,,,2025-05-15,四川,,正面评论,TRUE,高中,5,春,春季学期
76340,杜甫草堂,知识科普型,博物馆,219706138,为了让孩子更深刻地了解杜甫草堂及背后历史故事，在携程上报了研学团，虽然比一般讲解价格高一些，但物有所值。老师讲的很专业，很认真，准备很充分，从历史背景，人物字迹，把诗词脉络整理得很清晰，讲解生动有趣，深入浅出，孩子们如沐春风，印象深刻。,5,家庭亲子,2小时,,,,2025-08-09,四川,,正面评论,TRUE,高中,8,夏,暑假
76340,杜甫草堂,知识科普型,博物馆,220285395,美美的，我本人就是高中生建议来成都都来这里看看，还能了解到诗人的背景故事加深影响和理解，提高我们对诗词学习的兴趣,5,单独旅行,,,,,2025-08-13,四川,,正面评论,TRUE,高中,8,夏,暑假
76340,杜甫草堂,知识科普型,博物馆,161776406,观看古人居住的住房，结合诗词想象古人生活的生活环境。诗人杜甫的诗词意境也可更好的理解，初、高中学生，值得去旅游，体验诗词中的草堂！,5,,,5,0,,2019-10-30,四川,,正面评论,TRUE,高中,10,秋,秋季学期
76341,武侯祠,知识科普型,博物馆,207556224,诸葛亮的陵墓，是每个去成都的人必须要参观的地方之一，也是每个爱好三国历史的人不得不去的一个地方，非常具有教育意义，无数人也是被高中课本的那首诗吸引到这里来的,5,单独旅行,,,,,2025-04-01,四川,,正面评论,TRUE,高中,4,春,春季学期
90393,海合安成都极地海洋公园,知识科普型,动物园,159695538,适高一以下学生游玩，一家人游玩比较开心，公园+娱乐设施+各种表演+极地动物。遗憾，商业氛围太浓，饮食价格倒不贵。,4,,,5,0,,2019-07-11,四川,,正面评论,TRUE,高中,7,夏,暑假
87558,盐业历史博物馆,知识科普型,博物馆,161321856,我本人觉得值得一游，尤其是带小朋友去，可以学习很多知识，小朋友是感觉不到生活的艰辛和不容易的，当然也不能说去一趟就能改变些什么观念，只是希望能提高一些他的认知吧。额外，景区小讲解员很不错哦，值得鼓励。,5,,,,,,2019-10-04,四川,,正面评论,TRUE,高中,10,秋,十一假期
111989205,日照市科技馆,知识科普型,科技馆,178210461,不适合12岁以下儿童观摩，比较适合高中生大学生去研究，场馆很多物理知识没有高等文化根本看不懂。,3,,1小时,,,,2023-08-09,山东,,中性评论,TRUE,高中,8,夏,暑假
10559061,青岛啤酒博物馆,知识科普型,博物馆,180586859,团的沉浸式游戏体验青岛啤酒博物馆，博物馆主要分A、B两馆，团的订单包括了四馆活动，外加简餐。 《觉醒的酿造师》玩前要先熟悉一下剧本人物，开始前由工作人员扮演角色，讲剧情发展，要认真记，更适合高中生和大学生体验。总体节奏紧凑，在剧情中逛博物馆总感觉太赶了，没有时间好好参观一下，只是在找线索推进剧情而已，可以排队领取免费品尝的啤酒和小食，光影馆比较小，一会就逛完了。最后出口有餐厅，可以点餐，但是只有香肠还不错。博物馆夜间还有灯光秀，适合小孩子去玩。,5,家庭亲子,,,,,2024-02-02,山东,,正面评论,TRUE,高中,2,冬,寒假
76901,南越王博物院(王墓展区),知识科普型,博物馆,221133431,这个博物馆，很适合带国中及高中小孩来了解观看，内含历史文化意义，可以知道从书本及网络上学习看到的，实际呈现在眼前所看见，会比凭空去想像的差很多，非常值得推荐来参观,5,家庭亲子,,,,,2025-08-20,广东,,正面评论,TRUE,高中,8,夏,暑假
87819,广东科学中心,知识科普型,科技馆,210878361,孩子们增加科技知识，激发探索兴趣，便于物理，化学，生物的学习。一天参观下来，孩子表示学有所获，期待会考加油，为高中入学拿稳一入场券。,5,家庭亲子,,,,,2025-05-06,广东,,正面评论,TRUE,高中,5,春,春季学期
10539573,南宁孔庙,知识科普型,博物馆,166394953,碰到一批高三学生搞毕业礼，整个孔庙巨多人，还有点乱糟糟的，都不知道怎么逛，进去没几分钟就出来了，啥也没看到，白跑一趟。,3,家庭亲子,,,,,2021-05-02,广西,,中性评论,TRUE,高中,5,春,五一假期
91492,中国科举博物馆(江南贡院),知识科普型,博物馆,160576177,四层博物馆，值得初高中孩子去参观学习，不要总是抱怨学习太累，看看古人，现在的学习、考试条件不知道好了多少﹉,5,,,,,,2019-08-24,江苏,,正面评论,TRUE,初中，高中,8,夏,暑假
10770621,江宁织造博物馆,知识科普型,博物馆,218415163,博物馆挺大的，带着孩子，提前学习曹雪芹和红楼梦，接下来高中要学了，可以慢慢逛逛看看,5,家庭亲子,2小时,,,,2025-07-29,江苏,,正面评论,TRUE,高中,7,夏,暑假
55183170,海合安苏州阳澄半岛乐园,文化康乐型,影视城,190586488,体验感一般，适合高中生大学生年龄段游玩，装饰一般,2,其他出游,1天,1,0,,2024-08-22,江苏,,负面评论,TRUE,高中,8,夏,暑假
75694,紫金山天文台,体验考察型,研学,209305041,家里有初高中生的值得去，有天文仪器和一些相关历史和科学介绍，还碰到了研学的高中生。上面有观景台 ，可看玄武湖和部分城景。我们一家三口公交车315到紫金山索道口，同站有20路车。然后自己爬山上去的，爬山有两条道，一条进入后不久在右手边，台阶多，爬起来累，但会稍微快10来分钟吧，另一条平坦一点。我们周六去的，在路口处停了一辆绿色中巴，大约二十分钟看人数多少可以直接开到天文台（15元单程，周一到周五从白马公园，直接开到天文台），我们下山时赶时间就是乘这个绿色中巴下山的，然后在索道口喊了网约车离开的。,5,家庭亲子,2小时,,,,2025-04-20,江苏,,正面评论,TRUE,初中，高中,4,春,春季学期
75694,紫金山天文台,体验考察型,研学,189911233,学校组织高中旅行去的紫金山，当时的缆车还是最简易的那种😎所以这次来南京一定要带孩子上紫金山，虽然现在天文台已经不再具备实际工作作用了，但是里面的仪器还是值得带孩子看看的。头陀岭的雾凇境色很是虚幻😊,5,家庭亲子,,,,,2024-08-17,江苏,,正面评论,TRUE,高中,8,夏,暑假
80131,红山森林动物园,知识科普型,动物园,165892796,在我们的传统观念里可能会觉得，“去动物园看猴子去”，满足自己的围观猎奇心理。在那本《逛动物园是件正经事》里我到这样一段话，上个世纪五十到七十年代，动物园起源于在人民公园基础上一小块地用来做动物角，饲养动物满足娱乐，即使后来移到了郊区，但是这样的性质并没有改头换面，曾经和一个朋友戏言，动物园里最幸福的是松鼠猴这些，因为我和弟弟小的时候去动物园记忆比较深的就是这样的动物，它们群居不寂寞不压抑，天生小巧可爱爱闹惹人爱，最可怜的就是黑乎乎的笼子里的狮子老虎，但是南京红山动物园改变了我的看法，漂亮优雅的长颈鹿，像个教养良好的大家闺秀，充满灵气，细尾獴馆人性化的金字塔，趴在树上的黑熊，精心设计的馆区，据说亚洲灵长馆可能是中国设计最好的，动物可以自由自在的活动，最精心的是我的本命生肖，老虎，像个春风得意马蹄疾的状元郎，漂亮，俊美，矫健，仿佛记忆里小时候动物园铁笼子里悲惨哀怨的老虎重获新生了，——这里也想请思考，让小孩子看那些阴森森的哀怨悲惨福利低得动物真的好吗？从“去动物园看猴子”到走向生命教育，是动物园必经的现代化探索之路。听见那些大言不惭的说这是野鸡，我小时候吃过的某男真替他丢人。因为是春天，孔雀开屏的很多大饱眼福。看见了猴子宝宝和妈妈的亲切互动，在小鹿坡看见一本换牙相册，还有翘着小脚脚的大熊猫，哥们拉粑粑的地方青草特别肥，充满热带气息的犀鸟，红蓝cp聚在一起的鹦鹉，洁白的白龙雀，富丽的红腹锦鸡，小黑熊爬树的时候好像人一样努力往前欠脚，大熊猫打呵欠翻身爬不起来的可爱胖子，猕猴划水，考拉宝宝的画像——我终于看见曾经每个高中老师都用过的电脑屏保了。希望那些美好温柔的生命可以让我们多多思考，在经济发展到一定程度，我们的传统观念可不可以更人性化的考虑，让它们活得自由，从它们身上学习感受更多自由美好的东西，动物园应该是承担着自然生命教育责任的地方，,5,,,,,,2021-03-05,江苏,,正面评论,TRUE,高中,3,春,春季学期
80131,红山森林动物园,知识科普型,动物园,215072082,还行，毕竟门票也不是特别贵，相对于来说还是比较值的。但是，最近暑假人多，高中生，大学生挺多人的。天气热,4,家庭亲子,,1,0,,2025-06-21,江苏,,正面评论,TRUE,高中,6,夏,春季学期
22550274,苏州大学(天赐庄校区),励志拓展型,大学,157942104,苏州大学有若干校区，我们去了学校本部和与它相邻的东校区。寒假学校禁止进入，我们绕围墙步行2公里，换了一个门，并出示了孩子高中在读的学生证，说明了一下，即将高考的孩子希望能去学校看看。这次门卫师傅理解性的允许我们进入校园参观。校园真美，尤其是东吴大学旧址区域，百年校园的沉淀也是文化的沉淀。从本部直接跨桥进入东校区，孩子的同学想考经济学院，孩子热心地去帮他拍照片了。每次的校园行是我们旅游的主题之一。理解苏大，闲人不能入内的初衷，但以何种方式做好还是值得改善的。优秀的大学，开放性与包容性也是必不可少的。,5,家庭亲子,,,,,2019-02-18,江苏,,正面评论,TRUE,高中,2,冬,寒假
18043099,苏州状元博物馆,知识科普型,博物馆,160356994,姑苏状元，甲冠天下，当时产生文武状元七百名左右，占比为全国各州之首！ 北宋以后重文风气影响及府学县学的广泛普及，为当时苏州读书人提供良好的教育条件及文化熏陶。江南富庶的经济为读书人提供了安心科举的稳定环境与优越条件。 苏州状元辈出，不仅从侧面反应苏州政治，经济的发达，更体现了一座历史名城所拥有的深厚历史文化积淀。 很多想高中状元，学业有成的人到此处许愿，望金榜题名 地铁站出来不远大约要有10分钟。在平江路附近，有时间限制，适合游览大约30分钟-40分钟。 如果正门闭园了，可以从出口的纪念品店铺进去，老板娘一般会同意的，而且人挺好的。（当时亲眼所见有一些人闭园才来按刚才说法成功进入，老板娘主动邀请的）,5,,,,,,2019-08-14,江苏,,正面评论,TRUE,高中,8,夏,暑假
